,height,weight,age,gender,fitness_goal,activity,cooking_skill,nationality,user
1808,127,105,44,Female,Build Muscle,LowActive,basic,Japanese,1808
1809,121,110,45,Female,Lose Weight,LowActive,basic,Chinese,1809
1810,136,100,33,Female,Keep Fit,Active,intermediate,Irish,1810
1811,121,60,51,Male,Lose Weight,Active,basic,French,1811
1812,160,65,23,Male,Lose Weight,LowActive,intermediate,German,1812
1813,130,65,39,Male,Lose Weight,HighActive,basic,Indian,1813
1814,160,100,35,Male,Keep Fit,Sedentary,basic,Irish,1814
1815,178,85,59,Female,Keep Fit,Sedentary,intermediate,Indian,1815
1816,151,80,23,Female,Keep Fit,HighActive,basic,Japanese,1816
1817,172,100,52,Male,Keep Fit,Sedentary,intermediate,Indian,1817
1818,178,105,49,Male,Build Muscle,HighActive,advanced,Asian,1818
1819,130,70,47,Male,Keep Fit,Active,intermediate,American,1819
1820,178,75,51,Male,Keep Fit,LowActive,intermediate,French,1820
1821,163,95,26,Female,Keep Fit,Sedentary,intermediate,Asian,1821
1822,178,70,44,Male,Lose Weight,Sedentary,intermediate,Indian,1822
1823,124,40,42,Male,Lose Weight,HighActive,basic,Moroccan,1823
1824,184,110,44,Male,Keep Fit,Sedentary,advanced,Irish,1824
1825,151,75,21,Female,Lose Weight,Sedentary,basic,Southern & Soul Food,1825
1826,124,105,38,Female,Lose Weight,LowActive,basic,Cajun & Creole,1826
1827,121,45,34,Male,Keep Fit,Sedentary,advanced,German,1827
1828,121,105,48,Female,Lose Weight,Active,advanced,Irish,1828
1829,127,85,50,Female,Keep Fit,LowActive,basic,Moroccan,1829
1830,121,80,59,Female,Build Muscle,Active,basic,German,1830
1831,172,75,35,Male,Lose Weight,Sedentary,intermediate,Greek,1831
1832,127,85,35,Male,Build Muscle,Sedentary,basic,Italian,1832
1833,175,100,36,Male,Build Muscle,Sedentary,advanced,Spanish,1833
1834,175,40,51,Female,Lose Weight,Active,advanced,Southern & Soul Food,1834
1835,139,60,42,Male,Keep Fit,HighActive,advanced,German,1835
1836,121,60,44,Female,Build Muscle,HighActive,basic,Southern & Soul Food,1836
1837,169,95,52,Male,Build Muscle,LowActive,basic,Southern & Soul Food,1837
1838,151,75,44,Male,Lose Weight,Active,advanced,Thai,1838
1839,124,55,42,Male,Lose Weight,HighActive,intermediate,German,1839
1840,145,105,32,Female,Build Muscle,Sedentary,basic,English,1840
1841,169,50,37,Female,Build Muscle,LowActive,basic,Cajun & Creole,1841
1842,142,85,30,Male,Keep Fit,LowActive,intermediate,Spanish,1842
1843,154,80,57,Male,Build Muscle,HighActive,advanced,Greek,1843
1844,130,90,46,Male,Keep Fit,Active,intermediate,Cajun & Creole,1844
1845,133,110,32,Male,Lose Weight,HighActive,intermediate,Italian,1845
1846,163,70,27,Male,Lose Weight,Sedentary,intermediate,Cuban,1846
1847,172,70,52,Male,Lose Weight,HighActive,basic,Hungarian,1847
1848,127,75,54,Male,Keep Fit,Active,basic,Thai,1848
1849,154,80,31,Female,Lose Weight,HighActive,basic,Japanese,1849
1850,172,40,39,Male,Lose Weight,Sedentary,intermediate,Cuban,1850
1851,136,90,59,Male,Keep Fit,Active,basic,Hungarian,1851
1852,127,95,55,Female,Keep Fit,Active,advanced,German,1852
1853,181,80,57,Female,Keep Fit,HighActive,basic,Chinese,1853
1854,145,45,43,Female,Keep Fit,HighActive,basic,Asian,1854
1855,142,45,26,Male,Lose Weight,Active,intermediate,Swedish,1855
1856,145,95,39,Female,Build Muscle,Sedentary,advanced,Irish,1856
1857,166,95,49,Male,Build Muscle,Active,intermediate,Japanese,1857
1858,187,45,24,Male,Keep Fit,LowActive,intermediate,Mexican,1858
1859,124,40,33,Male,Lose Weight,HighActive,basic,Hungarian,1859
1860,124,50,37,Male,Build Muscle,Sedentary,advanced,Japanese,1860
1861,169,90,59,Female,Keep Fit,LowActive,basic,Hungarian,1861
1862,121,45,47,Male,Keep Fit,Active,intermediate,Mexican,1862
1863,181,95,52,Female,Build Muscle,LowActive,advanced,Southwestern,1863
1864,178,100,56,Male,Lose Weight,Sedentary,basic,English,1864
1865,163,80,28,Female,Lose Weight,Sedentary,basic,Mexican,1865
1866,184,100,29,Male,Keep Fit,Active,intermediate,Mediterranean,1866
1867,145,55,46,Female,Keep Fit,LowActive,intermediate,Japanese,1867
1868,145,60,23,Female,Lose Weight,Active,intermediate,Cuban,1868
1869,154,45,38,Male,Lose Weight,LowActive,advanced,Swedish,1869
1870,190,60,42,Male,Build Muscle,Active,intermediate,Cuban,1870
1871,127,95,21,Male,Build Muscle,LowActive,advanced,Mediterranean,1871
1872,163,70,52,Male,Lose Weight,HighActive,basic,Thai,1872
1873,184,65,29,Male,Build Muscle,Active,basic,Mexican,1873
1874,175,80,43,Female,Build Muscle,LowActive,basic,Cajun & Creole,1874
1875,172,60,25,Female,Keep Fit,Active,intermediate,Swedish,1875
1876,184,95,22,Female,Keep Fit,Active,basic,Spanish,1876
1877,142,70,36,Male,Lose Weight,HighActive,advanced,Indian,1877
1878,160,65,35,Female,Keep Fit,Sedentary,advanced,Mediterranean,1878
1879,166,70,31,Male,Keep Fit,Sedentary,basic,Chinese,1879
1880,133,50,38,Male,Lose Weight,Active,intermediate,French,1880
1881,148,100,47,Female,Lose Weight,Active,advanced,French,1881
1882,163,45,51,Male,Lose Weight,Sedentary,advanced,Moroccan,1882
1883,187,65,43,Female,Lose Weight,HighActive,basic,Greek,1883
1884,130,40,60,Female,Keep Fit,Sedentary,intermediate,Hungarian,1884
1885,124,70,42,Female,Keep Fit,LowActive,basic,Thai,1885
1886,187,85,48,Male,Build Muscle,Sedentary,advanced,Hungarian,1886
1887,175,60,40,Female,Lose Weight,LowActive,intermediate,Japanese,1887
1888,127,75,45,Female,Lose Weight,LowActive,advanced,Southern & Soul Food,1888
1889,178,65,26,Female,Lose Weight,Active,basic,Cajun & Creole,1889
1890,157,60,32,Male,Lose Weight,HighActive,basic,Irish,1890
1891,151,90,46,Female,Build Muscle,HighActive,basic,Hungarian,1891
1892,163,55,30,Female,Lose Weight,Sedentary,intermediate,Moroccan,1892
1893,154,110,56,Male,Build Muscle,Sedentary,basic,Greek,1893
1894,190,75,29,Male,Keep Fit,Sedentary,intermediate,Hungarian,1894
1895,175,50,48,Male,Lose Weight,LowActive,basic,Italian,1895
1896,172,40,48,Female,Build Muscle,LowActive,intermediate,Cuban,1896
1897,178,65,52,Male,Keep Fit,Sedentary,intermediate,Greek,1897
1898,181,50,21,Female,Keep Fit,Sedentary,intermediate,French,1898
1899,160,100,58,Male,Build Muscle,Active,basic,Italian,1899
1900,175,110,59,Male,Lose Weight,LowActive,basic,Spanish,1900
1901,142,65,43,Male,Build Muscle,HighActive,basic,Swedish,1901
1902,145,40,55,Male,Keep Fit,LowActive,intermediate,Mediterranean,1902
1903,130,75,28,Male,Build Muscle,Active,intermediate,Cajun & Creole,1903
1904,148,60,54,Male,Keep Fit,HighActive,advanced,Mediterranean,1904
1905,175,45,28,Male,Lose Weight,Active,advanced,Mexican,1905
1906,166,55,59,Female,Build Muscle,Sedentary,advanced,Greek,1906
1907,130,75,28,Male,Lose Weight,LowActive,intermediate,Moroccan,1907
1908,124,90,46,Male,Keep Fit,HighActive,basic,Indian,1908
1909,154,65,33,Female,Keep Fit,Active,intermediate,Japanese,1909
1910,166,100,55,Male,Keep Fit,Active,intermediate,Moroccan,1910
1911,175,85,28,Female,Build Muscle,HighActive,basic,Moroccan,1911
1912,139,70,24,Male,Build Muscle,Active,intermediate,American,1912
1913,178,50,36,Female,Lose Weight,LowActive,basic,Southwestern,1913
1914,139,45,30,Female,Lose Weight,Active,intermediate,Mexican,1914
1915,163,65,21,Male,Build Muscle,Sedentary,basic,Spanish,1915
1916,169,75,41,Female,Lose Weight,HighActive,intermediate,Moroccan,1916
1917,133,45,37,Female,Build Muscle,LowActive,intermediate,Italian,1917
1918,169,90,46,Female,Build Muscle,Active,basic,Southwestern,1918
1919,151,45,38,Male,Keep Fit,Sedentary,basic,Irish,1919
1920,169,65,47,Female,Lose Weight,Active,intermediate,Japanese,1920
1921,124,95,22,Female,Keep Fit,LowActive,intermediate,Cuban,1921
1922,121,50,41,Male,Build Muscle,Sedentary,basic,Italian,1922
1923,190,75,31,Female,Lose Weight,LowActive,intermediate,Southern & Soul Food,1923
1924,139,110,39,Female,Build Muscle,HighActive,basic,Japanese,1924
1925,139,100,30,Female,Keep Fit,HighActive,advanced,German,1925
1926,151,55,33,Female,Keep Fit,LowActive,intermediate,Southwestern,1926
1927,142,40,23,Female,Build Muscle,Active,basic,Hungarian,1927
1928,169,50,22,Female,Lose Weight,LowActive,advanced,Mexican,1928
1929,169,45,48,Female,Lose Weight,Active,intermediate,Swedish,1929
1930,154,105,20,Male,Keep Fit,Active,advanced,Chinese,1930
1931,178,95,37,Male,Lose Weight,LowActive,basic,German,1931
1932,160,75,30,Female,Keep Fit,Sedentary,advanced,Indian,1932
1933,151,40,47,Female,Keep Fit,HighActive,advanced,Hungarian,1933
1934,124,40,35,Male,Lose Weight,Sedentary,intermediate,Southern & Soul Food,1934
1935,166,110,31,Female,Keep Fit,LowActive,advanced,Thai,1935
1936,175,50,26,Female,Keep Fit,LowActive,basic,German,1936
1937,181,90,24,Female,Keep Fit,Active,advanced,American,1937
1938,175,40,40,Male,Build Muscle,HighActive,advanced,Southwestern,1938
1939,157,55,27,Female,Lose Weight,Active,advanced,Greek,1939
1940,139,100,43,Male,Build Muscle,HighActive,basic,Mexican,1940
1941,151,70,29,Female,Lose Weight,HighActive,basic,Thai,1941
1942,139,75,29,Male,Lose Weight,HighActive,basic,Hungarian,1942
1943,133,40,37,Female,Build Muscle,Sedentary,advanced,Southern & Soul Food,1943
1944,124,90,30,Male,Keep Fit,Active,intermediate,Thai,1944
1945,166,45,59,Male,Lose Weight,Active,advanced,Greek,1945
1946,178,65,38,Female,Keep Fit,HighActive,intermediate,Mexican,1946
1947,160,85,33,Female,Lose Weight,Active,intermediate,Japanese,1947
1948,142,75,39,Female,Keep Fit,LowActive,intermediate,Thai,1948
1949,136,45,43,Male,Lose Weight,Sedentary,advanced,Moroccan,1949
1950,166,50,25,Male,Lose Weight,Active,advanced,Irish,1950
1951,142,45,21,Female,Lose Weight,HighActive,basic,German,1951
1952,175,100,30,Male,Lose Weight,LowActive,advanced,Indian,1952
1953,121,60,25,Female,Keep Fit,Active,advanced,Irish,1953
1954,136,110,52,Male,Build Muscle,HighActive,basic,Cuban,1954
1955,163,75,27,Female,Keep Fit,Sedentary,basic,American,1955
1956,142,105,33,Male,Keep Fit,LowActive,advanced,Hungarian,1956
1957,136,95,33,Female,Lose Weight,Active,advanced,Chinese,1957
1958,130,50,51,Male,Build Muscle,LowActive,intermediate,Italian,1958
1959,169,90,54,Female,Keep Fit,LowActive,advanced,Thai,1959
1960,127,105,29,Female,Build Muscle,Active,advanced,Southern & Soul Food,1960
1961,184,80,57,Female,Build Muscle,HighActive,intermediate,Asian,1961
1962,130,40,55,Male,Keep Fit,HighActive,basic,Greek,1962
1963,130,65,42,Female,Lose Weight,Sedentary,advanced,English,1963
1964,157,80,48,Female,Build Muscle,Sedentary,basic,Swedish,1964
1965,127,55,50,Female,Keep Fit,Active,intermediate,Mediterranean,1965
1966,181,100,27,Female,Keep Fit,HighActive,intermediate,Southern & Soul Food,1966
1967,133,75,60,Male,Keep Fit,Active,advanced,Moroccan,1967
1968,190,95,25,Male,Build Muscle,HighActive,intermediate,Moroccan,1968
1969,184,100,25,Female,Keep Fit,LowActive,intermediate,Swedish,1969
1970,166,70,40,Male,Lose Weight,Sedentary,advanced,English,1970
1971,187,50,42,Female,Build Muscle,LowActive,advanced,Moroccan,1971
1972,133,85,60,Male,Lose Weight,Sedentary,basic,German,1972
1973,121,50,40,Male,Lose Weight,Active,advanced,Irish,1973
1974,133,75,41,Female,Build Muscle,Sedentary,intermediate,Cuban,1974
1975,130,110,40,Male,Keep Fit,HighActive,advanced,Italian,1975
1976,157,55,43,Female,Keep Fit,Active,intermediate,American,1976
1977,172,60,59,Male,Lose Weight,HighActive,advanced,Swedish,1977
1978,151,55,35,Male,Keep Fit,LowActive,basic,Southwestern,1978
1979,160,55,21,Male,Keep Fit,Active,intermediate,Asian,1979
1980,157,85,36,Female,Lose Weight,HighActive,intermediate,American,1980
1981,154,40,38,Male,Keep Fit,Active,intermediate,Indian,1981
1982,178,100,53,Male,Build Muscle,HighActive,intermediate,Irish,1982
1983,151,90,24,Female,Keep Fit,Sedentary,advanced,Southern & Soul Food,1983
1984,148,65,49,Female,Keep Fit,HighActive,advanced,Irish,1984
1985,148,95,56,Male,Lose Weight,Active,advanced,Mediterranean,1985
1986,142,75,36,Male,Build Muscle,Sedentary,advanced,Chinese,1986
1987,190,100,43,Female,Build Muscle,HighActive,advanced,Southwestern,1987
1988,142,85,47,Female,Keep Fit,LowActive,advanced,Asian,1988
1989,172,95,34,Male,Build Muscle,LowActive,advanced,Swedish,1989
1990,175,95,56,Male,Keep Fit,Sedentary,basic,Spanish,1990
1991,187,60,32,Female,Keep Fit,LowActive,basic,Southern & Soul Food,1991
1992,157,110,60,Female,Keep Fit,HighActive,intermediate,Moroccan,1992
1993,169,70,49,Male,Lose Weight,LowActive,intermediate,Mediterranean,1993
1994,181,65,38,Male,Build Muscle,Active,basic,English,1994
1995,142,55,47,Male,Keep Fit,LowActive,intermediate,Cajun & Creole,1995
1996,187,105,30,Male,Lose Weight,Active,advanced,French,1996
1997,154,75,20,Female,Lose Weight,Active,advanced,Southern & Soul Food,1997
1998,160,110,40,Female,Build Muscle,Sedentary,basic,Southern & Soul Food,1998
1999,130,85,30,Male,Build Muscle,Active,basic,Mexican,1999
2000,130,90,44,Male,Build Muscle,Active,intermediate,Cajun & Creole,2000
2001,163,45,53,Female,Keep Fit,LowActive,intermediate,American,2001
2002,187,40,58,Male,Keep Fit,LowActive,intermediate,Irish,2002
2003,175,90,43,Male,Lose Weight,HighActive,advanced,Chinese,2003
2004,157,60,57,Female,Lose Weight,Active,advanced,Thai,2004
2005,133,60,57,Male,Keep Fit,Active,advanced,Swedish,2005
2006,163,95,29,Female,Keep Fit,LowActive,advanced,Irish,2006
2007,190,40,24,Female,Lose Weight,LowActive,intermediate,Hungarian,2007
2008,190,40,56,Female,Lose Weight,Active,advanced,Mediterranean,2008
2009,142,60,26,Female,Build Muscle,HighActive,intermediate,Japanese,2009
2010,124,100,38,Female,Build Muscle,HighActive,intermediate,Greek,2010
2011,121,100,23,Male,Lose Weight,HighActive,intermediate,Swedish,2011
2012,157,55,44,Male,Keep Fit,Sedentary,intermediate,English,2012
2013,145,100,23,Female,Lose Weight,Sedentary,intermediate,Southwestern,2013
2014,157,50,49,Male,Keep Fit,Active,basic,Asian,2014
2015,187,75,57,Male,Build Muscle,LowActive,basic,Mexican,2015
2016,154,100,44,Male,Build Muscle,HighActive,intermediate,French,2016
2017,148,45,59,Male,Lose Weight,Active,advanced,Cajun & Creole,2017
2018,160,105,36,Female,Build Muscle,HighActive,basic,Irish,2018
2019,190,65,31,Female,Lose Weight,Active,intermediate,Irish,2019
2020,145,45,55,Male,Keep Fit,LowActive,advanced,Moroccan,2020
2021,187,105,56,Female,Lose Weight,Active,basic,Indian,2021
2022,172,100,24,Female,Build Muscle,LowActive,basic,Indian,2022
2023,151,60,60,Male,Keep Fit,HighActive,basic,Cajun & Creole,2023
2024,181,50,34,Male,Build Muscle,Active,intermediate,Mediterranean,2024
2025,160,90,25,Male,Keep Fit,LowActive,basic,Mediterranean,2025
2026,181,70,43,Female,Build Muscle,LowActive,intermediate,Thai,2026
2027,175,105,54,Male,Keep Fit,Sedentary,intermediate,Swedish,2027
2028,133,90,57,Male,Build Muscle,Sedentary,basic,Chinese,2028
2029,151,75,52,Female,Keep Fit,HighActive,intermediate,Moroccan,2029
2030,181,110,41,Male,Build Muscle,Sedentary,advanced,Irish,2030
2031,175,40,48,Female,Build Muscle,Active,intermediate,Mexican,2031
2032,166,40,45,Female,Lose Weight,LowActive,advanced,Moroccan,2032
2033,175,110,52,Female,Lose Weight,LowActive,basic,Southwestern,2033
2034,178,45,54,Female,Build Muscle,Sedentary,advanced,Cuban,2034
2035,145,65,28,Male,Lose Weight,Sedentary,basic,Irish,2035
2036,130,75,37,Female,Build Muscle,Sedentary,intermediate,Southern & Soul Food,2036
2037,127,110,58,Male,Lose Weight,Active,advanced,American,2037
2038,184,80,53,Male,Keep Fit,HighActive,basic,Italian,2038
2039,160,70,56,Female,Lose Weight,Active,intermediate,Moroccan,2039
2040,136,75,44,Male,Keep Fit,LowActive,intermediate,French,2040
2041,169,45,34,Female,Build Muscle,LowActive,basic,Indian,2041
2042,187,105,53,Male,Keep Fit,Active,intermediate,English,2042
2043,172,70,58,Male,Keep Fit,Active,intermediate,Cuban,2043
2044,166,85,37,Female,Keep Fit,Active,basic,Moroccan,2044
2045,187,40,56,Male,Build Muscle,HighActive,basic,Southern & Soul Food,2045
2046,181,75,57,Female,Lose Weight,Sedentary,intermediate,Hungarian,2046
2047,124,100,40,Female,Lose Weight,LowActive,intermediate,Swedish,2047
2048,130,70,59,Male,Build Muscle,LowActive,intermediate,Swedish,2048
2049,142,45,38,Female,Build Muscle,HighActive,basic,Cuban,2049
2050,133,105,51,Male,Lose Weight,Sedentary,intermediate,Mexican,2050
2051,148,60,45,Male,Keep Fit,HighActive,intermediate,Hungarian,2051
2052,142,110,46,Male,Build Muscle,Sedentary,advanced,Chinese,2052
2053,181,85,27,Female,Keep Fit,Sedentary,advanced,Chinese,2053
2054,151,65,31,Male,Keep Fit,HighActive,advanced,Hungarian,2054
2055,184,95,41,Female,Build Muscle,Sedentary,intermediate,French,2055
2056,148,105,53,Female,Keep Fit,Sedentary,basic,Southern & Soul Food,2056
2057,169,110,20,Male,Lose Weight,Active,intermediate,Moroccan,2057
2058,148,110,42,Female,Keep Fit,Sedentary,advanced,Cuban,2058
2059,184,65,30,Male,Keep Fit,Sedentary,intermediate,Cajun & Creole,2059
2060,181,95,36,Female,Keep Fit,Active,basic,Southern & Soul Food,2060
2061,142,105,36,Female,Build Muscle,LowActive,advanced,Japanese,2061
2062,121,85,59,Male,Build Muscle,Active,basic,Thai,2062
2063,127,70,59,Male,Build Muscle,LowActive,basic,Southwestern,2063
2064,139,100,33,Male,Lose Weight,HighActive,advanced,Japanese,2064
2065,175,50,23,Female,Lose Weight,HighActive,basic,Greek,2065
2066,157,55,28,Male,Keep Fit,HighActive,intermediate,Mediterranean,2066
2067,136,40,48,Female,Build Muscle,Active,advanced,Cajun & Creole,2067
2068,163,80,35,Male,Lose Weight,LowActive,intermediate,Mexican,2068
2069,139,105,41,Female,Build Muscle,LowActive,intermediate,English,2069
2070,187,70,27,Female,Build Muscle,HighActive,basic,Chinese,2070
2071,121,50,26,Female,Build Muscle,HighActive,basic,Mediterranean,2071
2072,154,75,44,Female,Build Muscle,Sedentary,basic,Mediterranean,2072
2073,151,70,29,Male,Build Muscle,Sedentary,advanced,Japanese,2073
2074,187,70,36,Male,Keep Fit,Sedentary,intermediate,Hungarian,2074
2075,130,105,27,Male,Lose Weight,Sedentary,advanced,Spanish,2075
2076,169,55,42,Male,Build Muscle,Active,intermediate,Greek,2076
2077,187,110,43,Male,Keep Fit,HighActive,basic,Asian,2077
2078,160,45,23,Male,Keep Fit,LowActive,advanced,Thai,2078
2079,124,60,52,Male,Lose Weight,Sedentary,advanced,German,2079
2080,175,110,58,Female,Build Muscle,Sedentary,advanced,French,2080
2081,142,85,59,Male,Lose Weight,Sedentary,advanced,Mediterranean,2081
2082,175,95,57,Female,Build Muscle,Sedentary,basic,Moroccan,2082
2083,157,90,32,Male,Keep Fit,Sedentary,basic,Swedish,2083
2084,169,90,35,Male,Keep Fit,LowActive,basic,Indian,2084
2085,184,60,37,Male,Lose Weight,LowActive,advanced,Southwestern,2085
2086,190,100,45,Female,Lose Weight,LowActive,intermediate,Mediterranean,2086
2087,124,60,48,Female,Build Muscle,HighActive,basic,Hungarian,2087
2088,145,75,36,Female,Keep Fit,LowActive,intermediate,Cajun & Creole,2088
2089,181,60,44,Female,Keep Fit,LowActive,intermediate,Spanish,2089
2090,184,110,32,Male,Lose Weight,Active,basic,Southwestern,2090
2091,181,75,47,Female,Lose Weight,Sedentary,advanced,Swedish,2091
2092,133,45,39,Female,Build Muscle,Sedentary,advanced,Southwestern,2092
